mark	price	produced_year	imported_year	distance	motor_volume	color	type	hurd	hodolguur
Nissan Serena	18.5	2012	2022	150000 км.	2.0 л	Хар	Гэр бүлийн	Буруу	Бензин
Toyota Corolla	7.0	2004	2013	170000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	25.8	2014	2023	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Alphard	38.0	2012	2020	150000 км.	2.4 л	Шаргал	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 20	21.5	2006	2024	145800 км.	1.5 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Harrier	65.0	2014	2023	160000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Aqua	14.5	2015	2020	150000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	18.5	2013	2021	1234 км.	1.0 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	42.0	2016	2024	112000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	32.0	2013	2024	1809600 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Sai	36.5	2014	2024	138000 км.	2.4 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Volkswagen Passat	17.0	2013	2016	110000 км.	1.8 л	Саарал	Суудлын тэрэг	Зөв	Бензин
Toyota Crown	13.2	2007	2017	189000 км.	2.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	10.5	2005	2019	200 км.	Цахилгаан	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	22.7	2011	2024	120000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	20.9	2014	2022	241744 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	21.0	2007	2013	1 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Sai	26.0	2010	2023	175000 км.	2.0 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	15.9	2014	2024	190000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Sonata	22.0	2015	2018	1234 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Lexus LX	83.0	2011	2012	130000 км.	5.7 л	Шаргал	Жийп	Зөв	Бензин
Land Rover Range Rover	190.0	2022	2023	5600 км.	2.0 л	Саарал	Жийп	Зөв	Бензин
Toyota Kluger	34.0	2006	2024	125000 км.	3.3 л	Саарал	Жийп	Буруу	Хайбрид
Toyota Prius 40	30.5	2011	2024	175 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Mark	29.0	2013	2023	109000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Бензин
Honda Fit	4.0	2005	2008	100 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Lexus RX	57.0	2009	2024	200000 км.	4.5 л	Шаргал	Жийп	Буруу	Хайбрид
Lexus NX	69.0	2015	2024	150 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Subaru Forester	16.0	2008	2018	200000 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 55	34.8	2018	2024	182000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	26.0	2013	2023	132000 км.	1.7 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Alphard	35.0	2010	2020	145000 км.	2.4 л	Хар	Гэр бүлийн	Буруу	Бензин
Toyota Prius 20	14.8	2008	2016	290000 км.	1.4 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Ford Transit	28.0	2011	2020	200000 км.	2.2 л	Саарал	Суудлын тэрэг	Зөв	Дизель
Toyota Prius 40	28.6	2014	2024	117000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Succeed	18.5	2014	2023	144444 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	21.8	2013	2023	198000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Vitz	9.5	2009	2018	264000 км.	1.3 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Mark	40.0	2017	2019	30000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	29.8	2014	2024	200000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	25.0	2011	2021	38383882865778887766 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	25.0	2013	2022	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	37.6	2018	2023	106260 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	13.5	2005	2017	207000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 200	220.0	2018	2018	101000 км.	4.8 л	Бусад	Жийп	Зөв	Бензин
Mercedes-Benz E-Class	110.0	2016	2024	71 км.	2.0 л	Бор	Суудлын тэрэг	Зөв	Бензин
Toyota Allion	1.13	2006	2015	200000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Lexus LX	295.0	2019	2024	66000 км.	5.7 л	Бусад	Жийп	Зөв	Бензин
Toyota Prius 30	29.5	2012	2024	130000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Fielder	14.8	2010	2019	200000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	11.8	2010	2016	250000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	53.0	2009	2018	230000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Lexus LX	85.0	2008	2010	176000 км.	5.6 л	Саарал	Жийп	Зөв	Бензин
Toyota Prius 40	21.0	2013	2019	230000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	30.0	2014	2023	1400000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	29.5	2011	2024	18000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	27.5	2012	2024	151000 км.	2.4 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 200	89.0	2011	2013	130000 км.	4.5 л	Шаргал	Жийп	Зөв	Дизель
Toyota Prius 40	27.0	2014	2021	148000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	25.5	2013	2021	177000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Mazda CX	37.0	2015	2021	87600 км.	2.5 л	Хар	Жийп	Буруу	Бензин
Toyota Brevis	6.5	2003	2012	150000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Mitsubishi Challenger	6.0	2005	2015	200000 км.	3.4 л	Хар	Жийп	Буруу	Дизель
Toyota Prius 30	17.0	2010	2020	140000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	25.5	2014	2021	140000 км.	2.0 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 40	26.3	2011	2021	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	93.0	2014	2023	62000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Mercedes-Benz Бусад	45.0	2012	2013	110000 км.	2.0 л	Хар	Гэр бүлийн	Зөв	Дизель
Toyota Land Cruiser 105	68.0	2006	2006	99 км.	4.7 л	Саарал	Жийп	Зөв	Бензин
Jeep Cherokee	105.0	2022	2024	39000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Aqua	20.8	2018	2024	180000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Crown	35.8	2014	2022	199000 км.	2.5 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	24.8	2010	2024	200000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Lexus LX	49.0	2006	2009	1 км.	4.7 л	Саарал	Жийп	Зөв	Бензин
Lexus RX	56.0	2009	2024	127000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Lexus RX	85.0	2015	2022	80000 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 40	30.8	2012	2024	123000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	23.0	2006	2024	1500 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	16.4	2014	2024	214000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	43.8	2016	2024	80000 км.	1.8 л	Саарал	Суудлын тэрэг	Зөв	Бензин
Lexus RX	81.0	2014	2024	84000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 40	29.8	2011	2024	111000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	14.2	2010	2016	12345 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Subaru Outback	15.0	2007	2017	20000000 км.	2.5 л	Саарал	Гэр бүлийн	Буруу	Бензин
Subaru Legacy	21.0	2013	2022	200 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Vellfire	41.0	2009	2024	190000 км.	2.4 л	Шаргал	Гэр бүлийн	Буруу	Бензин
Toyota Crown	43.0	2017	2023	120000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	9.0	2004	2015	1000000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	19.5	2010	2022	130000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	25.5	2012	2021	185000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	22.9	2010	2023	181 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Kia Cadenza/K7	68.0	2023	2024	700 км.	1.5 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Land Cruiser Prado	96.5	2014	2024	57000 км.	2.7 л	Бусад	Жийп	Буруу	Бензин
Hyundai Sonata	22.0	2017	2024	0 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Toyota Prius 20	13.5	2006	2019	160 км.	1.4 л	Хар	Суудлын тэрэг	Зөв	Хайбрид
Nissan Patrol	260.0	2022	2023	20000 км.	5.6 л	Бор	Жийп	Зөв	Бензин
Toyota Harrier	59.0	2014	2024	125000 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 40	25.0	2013	2022	210000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	20.0	2010	2021	184000 км.	2.4 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	58.0	2014	2022	210000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Nissan Note	16.8	2015	2024	124000 км.	1.2 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 300	265.0	2021	2022	17000 км.	3.5 л	Шаргал	Жийп	Буруу	Бензин
Mazda CX	51.0	2018	2023	39000 км.	2.0 л	Шаргал	Жийп	Буруу	Бензин
Toyota Crown	24.0	2010	2020	200000 км.	3.4 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 50	30.5	2016	2024	148000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Renault Бусад	90.0	2021	2022	29600 км.	2.0 л	Шаргал	Жийп	Зөв	Бензин
Toyota Premio	16.5	2010	2019	199600 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	27.0	2006	2017	226000 км.	3.3 л	Хар	Жийп	Буруу	Хайбрид
Toyota Land Cruiser 200	82.0	2010	2011	158000 км.	4.5 л	Бусад	Жийп	Зөв	Дизель
Toyota Spacio	6.0	2001	2010	2000000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Hyundai Starex	18.0	2006	2019	10000 км.	2.7 л	Саарал	Гэр бүлийн	Зөв	Дизель
Toyota Prius 40	30.5	2014	2023	105400 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Avensis	4.0	2003	2012	200000 км.	2.0 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	17.0	2009	2019	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Mercedes-Benz GLK-Class	55.0	2012	2020	122600 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Toyota Belta	11.0	2010	2020	1100000 км.	1.3 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Aqua	14.0	2012	2022	180000000 км.	1.5 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Kluger	66.0	2015	2023	82000 км.	3.5 л	Хар	Жийп	Буруу	Бензин
Lexus RX	103.0	2016	2024	54000 км.	3.5 л	Бор	Жийп	Буруу	Хайбрид
Toyota Wish	27.0	2014	2023	168 км.	1.8 л	Бусад	Гэр бүлийн	Буруу	Бензин
Toyota Prius 20	10.0	2005	2015	1 км.	2.0 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	17.9	2006	2022	187000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Noah	34.5	2015	2024	150000 км.	2.0 л	Хар	Гэр бүлийн	Буруу	Бензин
Toyota Prius 55	37.8	2016	2024	133532 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	26.5	2011	2024	111000 км.	2.0 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Nissan X-Trail	27.0	2012	2022	160000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Crown	35.0	2013	2019	150000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	21.0	2004	2012	189000 км.	3.3 л	Саарал	Жийп	Зөв	Бензин
Kia Cadenza/K7	36.5	2018	2024	101500 км.	2.9 л	Хар	Суудлын тэрэг	Зөв	Газ
Mitsubishi Pajero	15.0	2005	2005	270000 км.	3.0 л	Хар	Жийп	Зөв	Бензин
Toyota Fielder	25.0	2016	2024	113200 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	13.0	2008	2015	270 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Highlander	75.0	2015	2022	120000 км.	3.5 л	Бусад	Жийп	Зөв	Бензин
Toyota Harrier	42.0	2006	2024	146 км.	3.3 л	Хар	Жийп	Буруу	Хайбрид
Toyota Harrier	60.0	2015	2023	130000 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Nissan Pathfinder	17.0	2006	2006	160000 км.	2.5 л	Саарал	Жийп	Буруу	Дизель
Toyota Camry	22.0	2013	2019	1 км.	3.0 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	60.5	2010	2023	120000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Lexus RX	52.5	2010	2024	100000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 40	28.5	2012	2024	126000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 20	12.0	2008	2015	1111 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	64.0	2014	2024	185000 км.	2.5 л	Бусад	Жийп	Буруу	Хайбрид
Lexus HS	24.0	2009	2021	100000 км.	2.4 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Lexus LX	248.0	2017	2018	41000 км.	5.7 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Prius 40	32.3	2013	2023	171000 км.	1.8 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Toyota Sai	28.5	2013	2021	250000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Crown	53.5	2015	2024	118000 км.	2.5 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	19.8	2007	2023	80000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	28.0	2013	2023	219000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Mazda CX	19.9	2018	2019	67000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Hiace	34.0	2011	2022	1000000 км.	3.1 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Kluger	75.0	2019	2023	78000 км.	3.5 л	Хар	Жийп	Буруу	Бензин
Hyundai Sonata	19.0	2016	2023	123456 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Toyota Camry	20.0	2011	2018	200000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	58.0	2013	2019	184000 км.	2.7 л	Бусад	Жийп	Буруу	Бензин
Toyota Land Cruiser 300	265.0	2021	2022	17682 км.	3.5 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Prius 20	14.5	2009	2020	170000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Lexus LX	260.0	2017	2020	58000 км.	5.7 л	Шаргал	Жийп	Зөв	Бензин
Toyota Crown	38.0	2013	2022	115000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	77.0	2018	2023	117000 км.	2.5 л	Бор	Гэр бүлийн	Буруу	Хайбрид
Toyota Rumion	13.6	2010	2019	200000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Lexus RX	53.0	2011	2024	100000 км.	3.5 л	Саарал	Жийп	Буруу	Хайбрид
Toyota Prius 20	8.5	2010	2016	120000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	24.5	2014	2024	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Nissan Note	15.7	2014	2023	111000 км.	1.2 л	Хар	Суудлын тэрэг	Буруу	Бензин
Nissan Juke	15.0	2010	2019	111111 км.	1.5 л	Бусад	Жийп	Буруу	Бензин
Toyota Prius 30	20.8	2014	2022	120000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Harrier	28.5	2010	2019	150000 км.	2.4 л	Цагаан шар	Гэр бүлийн	Буруу	Бензин
Toyota Aqua	19.8	2016	2024	160 км.	1.3 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 77	157.0	2024	2024	0 км.	4.2 л	Саарал	Суудлын тэрэг	Зөв	Дизель
Lexus ES	38.0	2012	2020	80000 км.	2.8 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Mercedes-Benz G-Class	530.0	2021	2021	19000 км.	4.0 л	Хар	Жийп	Зөв	Бензин
Lexus RX	67.0	2013	2022	128598 км.	3.3 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 30	16.8	2010	2020	230000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Sai	20.0	2010	2020	224 км.	2.4 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	25.0	2014	2020	180000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	18.5	2011	2021	222000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Harrier	58.8	2014	2024	64182 км.	2.5 л	Бусад	Жийп	Буруу	Хайбрид
Toyota Prius 30	15.0	2009	2017	230000 км.	1.2 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	22.0	2012	2021	160000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Nissan Juke	13.9	2013	2018	118900 км.	1.5 л	Бусад	Жийп	Буруу	Бензин
Toyota Prius 40	27.5	2014	2022	400288 км.	1.7 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Jeep Cherokee	45.0	2014	2024	100410 км.	3.2 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 40	28.5	2013	2024	141000 км.	1.8 л	Саарал	Гэр бүлийн	Буруу	Хайбрид
Subaru Forester	42.5	2011	2024	83000 км.	2.5 л	Хар	Жийп	Буруу	Бензин
